Name,Country,Region,Winery,Rating,NumberOfRatings,Price,Year,city,country,lat,lng,3-5_tavg,3-5_tmin,3-5_tmax,3-5_prcp,3-5_tsun,6-8_tavg,6-8_tmin,6-8_tmax,6-8_prcp,6-8_tsun,9-11_tavg,9-11_tmin,9-11_tmax,9-11_prcp,9-11_tsun
SL Riesling Trocken 2017,Germany,Mosel,Schloss Lieser,3.8,101,11.8,2017-01-01,Mosel,Germany,50.7810263,12.4780171,,,,,,,,,,,,,,,
Silvaner Trocken 2018,Germany,Franken,Juliusspital,3.6,101,10.59,2018-01-01,Franken,Germany,50.5011427,7.2341043,,,,,,,,,,,,,,,
Sauvignon Blanc 2018,Israel,Galilee,Gamla,3.7,101,12.1,2018-01-01,Galilee,Israel,32.8008444,35.5889732,,,,,,,,,,,,,,,
Uccellanda Curtefranca 2012,Italy,Curtefranca,Bellavista,4.1,101,39.9,2012-01-01,Curtefranca,Italy,42.83333,12.83333,,,,,,,,,,,,,,,
Deep Blue 2017,Germany,Nahe,Martin Tesch,3.5,101,12.5,2017-01-01,Nahe,Germany,49.7874798,7.4869735,,,,,,,,,,,,,,,
Sancerre Les Baronnes Blanc 2019,France,Sancerre,Henri Bourgeois,4.0,101,18.95,2019-01-01,Sancerre,France,47.3306906,2.8390454,,,,,,21.333333333333332,15.133333333333333,27.03333333333333,,,13.366666666666665,8.266666666666666,18.7,,
Dogheria Pinot Bianco Rubicone 2018,Italy,Rubicone,Poderi dal Nespoli,3.8,101,9.37,2018-01-01,Rubicone,Italy,44.0660923,12.3609442,13.700000000000001,6.1,17.85,52.3,,24.3,18.133333333333333,29.8,11.45,,13.633333333333333,7.25,16.8,,
Schiefergestein Bockenauer Riesling Trocken 2017,Germany,Nahe,Schäfer-Fröhlich,3.8,101,18.42,2017-01-01,Nahe,Germany,49.7874798,7.4869735,,,,,,,,,,,,,,,
Maximin Grünhäuser Herrenberg Riesling 2017,Germany,Mosel,Maximin Grünhaus,4.0,101,29.9,2017-01-01,Mosel,Germany,50.7810263,12.4780171,,,,,,,,,,,,,,,
Dão Rótulo Branco 2017,Portugal,Dão,Niepoort,3.6,102,10.51,2017-01-01,Dão,Portugal,39.9375585,-7.8638768,12.833333333333334,,,136.65,,25.333333333333332,19.35,,,,17.3,,,,
Godello 2019,Spain,Valdeorras,Joaquín Rebolledo,3.8,102,10.75,2019-01-01,Valdeorras,Spain,42.3483416,-6.9659982,11.666666666666666,6.3999999999999995,17.766666666666666,79.66666666666667,,21.3,14.6,28.866666666666664,60.666666666666664,,10.9,8.366666666666667,21.233333333333334,55.96666666666667,
Catarratto 2017,Italy,Sicilia,Barone Montalto,3.3,102,5.1,2017-01-01,Sicilia,Italy,37.587794,14.155048,11.5,10.5,19.2,39.7,,21.633333333333336,,,,,14.6,,21.9,,
Sauvignon Blanc 2017,South Africa,Stellenbosch,Zevenwacht,3.4,102,11.92,2017-01-01,Stellenbosch,South Africa,-33.934444,18.869167,17.5,14.1,24.15,,,13.200000000000001,8.200000000000001,18.75,,,17.03333333333333,12.233333333333334,22.433333333333337,,
Stoan 2018,Italy,Südtirol - Alto Adige,Tramin,4.0,102,20.27,2018-01-01,Südtirol - Alto Adige,Italy,46.441472,11.282121,,,,,,,,,,,,,,,
Douro Tiara Branco 2017,Portugal,Douro,Niepoort,4.2,102,26.88,2017-01-01,Douro,Portugal,41.135684,-7.1166743,,,,,,,,,,,,,,,
Twin Oaks Chardonnay 2018,United States,California,Robert Mondavi,3.4,102,7.69,2018-01-01,California,United States,36.7014631,-118.755997,,,,,,,,,,,,,,,
Cabi Sehr Nett Riesling 2016,Germany,Mosel,Fio,4.0,102,34.59,2016-01-01,Mosel,Germany,50.7810263,12.4780171,,,,,,,,,,,,,,,
Alte Reben Riesling Trocken 2017,Germany,Baden,Alexander Laible,4.1,102,17.2,2017-01-01,Baden,Germany,53.0023496,9.0820955,,,,,,,,,,,,,,,
Sauvignon Blanc 2015,New Zealand,Marlborough,Mission Estate Winery,3.8,103,14.95,2015-01-01,Marlborough,New Zealand,-41.4744747,173.8330263,,,,,,,,,,,,,,,
Quarz Sauvignon 2018,Italy,Trentino-Alto Adige,Terlan (Terlano),4.4,103,69.95,2018-01-01,Trentino-Alto Adige,Italy,46.441472,11.282121,,,,,,,,,,,,,,,
Clos du Four Mâcon-Milly-Lamartine 2016,France,Mâcon-Milly-Lamartine,Les Héritiers du Comte Lafon,4.0,103,28.9,2016-01-01,Mâcon-Milly-Lamartine,France,46.3508165,4.700772,,,,,,22.8,16.766666666666666,28.866666666666664,,,,,,,
Les Princes Abbés Pinot Blanc Alsace 2017,France,Alsace,Domaines Schlumberger,3.5,103,11.92,2017-01-01,Alsace,France,50.7007285,3.160983,9.733333333333333,3.8499999999999996,14.566666666666668,77.3,,17.933333333333334,12.966666666666667,23.133333333333336,78.19999999999999,,11.566666666666665,7.800000000000001,15.833333333333334,47.75,
Cuvée Les Caillottes Sancerre 2018,France,Sancerre,Jean-Max Roger,4.1,103,16.5,2018-01-01,Sancerre,France,47.3306906,2.8390454,15.0,6.7,21.1,,,19.9,11.1,26.15,,,11.433333333333332,6.5,16.333333333333332,,
Compleo Cuvée Blanc 2018,Switzerland,Zürich,Staatskellerei Zürich,3.8,103,16.08,2018-01-01,Zürich,Switzerland,47.3744489,8.5410422,10.666666666666666,6.033333333333334,15.966666666666669,85.16666666666667,,19.499999999999996,15.066666666666668,25.066666666666663,119.86666666666666,,9.733333333333333,6.5,13.733333333333334,78.36666666666666,
Clos Sainte Hune Riesling Alsace 2013,France,Alsace,Trimbach,4.5,103,210.45,2013-01-01,Alsace,France,50.7007285,3.160983,10.366666666666667,6.466666666666666,14.833333333333334,73.66666666666667,9160.0,17.233333333333334,13.033333333333333,22.100000000000005,89.66666666666667,10520.0,11.0,7.699999999999999,15.0,71.66666666666667,6840.0
Senftenberger Piri Grüner Veltliner 2018,Austria,Kremstal,Nigl,3.9,103,15.99,2018-01-01,Kremstal,Austria,47.9263917,14.0780469,10.766666666666666,6.400000000000001,16.1,110.83333333333333,,20.3,15.4,26.46666666666667,128.96666666666667,,9.633333333333333,6.833333333333333,13.6,84.2,
Chardonnay 2016,United States,Russian River Valley,Paul Hobbs,4.1,103,68.32,2016-01-01,Russian River Valley,United States,39.2789696,-123.1029778,,,,,,,,,,,,,,,
Sauvignon Blanc 2018,France,Loire Valley,Domaine Gibault - Danielle de L'Ansee,3.5,103,7.7,2018-01-01,Loire Valley,France,47.396728,-0.53276,,,,,,,,,,,8.3,4.8,12.1,,
Penedès Blanc de Blancs Clos de Torribas 2018,Spain,Penedès,Pinord,3.7,104,4.75,2018-01-01,Penedès,Spain,41.3463825,1.6995213,15.5,11.866666666666667,20.033333333333335,47.13333333333333,,24.933333333333337,21.933333333333334,29.0,10.2,,17.533333333333335,13.966666666666667,22.599999999999998,51.5,
Saint-Aubin 2017,France,Saint-Aubin,Domaine Sylvain Langoureau,3.9,104,21.0,2017-01-01,Saint-Aubin,France,50.4573687,1.6651851,13.3,8.8,17.4,,,17.033333333333335,13.633333333333333,20.099999999999998,,,12.066666666666668,8.533333333333333,15.299999999999999,,
Pinot Grigio 2019,South Africa,Coastal Region,Protea,3.3,104,8.95,2019-01-01,Coastal Region,South Africa,-29.0,24.0,,,,,,,,,,,,,,,
Franciscus Grüner Veltliner 2018,Austria,Kremstal,Salomon Undhof,3.7,104,12.4,2018-01-01,Kremstal,Austria,47.9263917,14.0780469,10.766666666666666,6.400000000000001,16.1,110.83333333333333,,20.3,15.4,26.46666666666667,128.96666666666667,,9.633333333333333,6.833333333333333,13.6,84.2,
Pinot Blanc Alsace Signature 2018,France,Alsace,Wolfberger,3.6,104,6.69,2018-01-01,Alsace,France,50.7007285,3.160983,11.566666666666665,4.9,14.649999999999999,26.4,,18.933333333333334,13.15,24.55,52.099999999999994,,11.466666666666667,7.3,15.800000000000002,68.06666666666668,
Ürziger Würzgarten Riesling Spätlese 2017,Germany,Mosel,Markus Molitor,4.2,104,19.5,2017-01-01,Mosel,Germany,50.7810263,12.4780171,,,,,,,,,,,,,,,
Ribolla Gialla Collio 2017,Italy,Collio,Gradis'Ciutta,3.9,104,12.9,2017-01-01,Collio,Italy,45.8093124,10.3328723,,,,,,,,,,,,,,,
Just Riesling! 2016,Germany,Nahe,Gut Hermannsberg,3.7,104,9.5,2016-01-01,Nahe,Germany,49.7874798,7.4869735,,,,,,,,,,,,,,,
Dellchen Riesling GG 2016,Germany,Nahe,Dönnhoff,4.3,104,49.0,2016-01-01,Nahe,Germany,49.7874798,7.4869735,,,,,,,,,,,,,,,
Forst Riesling Trocken 2017,Germany,Pfalz,Dr. Von Bassermann-Jordan,3.7,104,16.09,2017-01-01,Pfalz,Germany,53.8156324,13.3702287,,,,,,,,,,,,,,,
Am Berg 2019,Austria,Wagram,Bernhard Ott,3.9,104,10.9,2019-01-01,Wagram,Austria,48.4173292,15.9560853,,,,,,23.1,16.4,30.2,,,12.200000000000001,7.899999999999999,16.733333333333334,,
Gewürztraminer '1840' 2015,Italy,Südtirol - Alto Adige,H. Lun,3.7,104,18.95,2015-01-01,Südtirol - Alto Adige,Italy,46.441472,11.282121,,,,,,,,,,,,,,,
Rêve Pecorino Offida 2017,Italy,Offida,Velenosi,4.0,104,14.85,2017-01-01,Offida,Italy,42.9348208,13.6910435,,,,,,,,,,,,,,,
Bourgogne Chardonnay (Vieilles Vignes) 2018,France,Bourgogne,Albert Bichot,3.9,105,13.8,2018-01-01,Bourgogne,France,49.3555104,4.0681417,,,,,,,,,,,,,,,
Estate Rüdesheim Riesling 2018,Germany,Rüdesheim,Georg Breuer,3.8,105,13.8,2018-01-01,Rüdesheim,Germany,49.8457903,7.8153313,11.800000000000002,6.2,17.833333333333332,29.366666666666664,12402.0,20.099999999999998,14.466666666666669,26.46666666666667,77.3,14294.0,10.833333333333334,6.8,15.5,37.666666666666664,5952.0
Haardt Riesling 2017,Germany,Pfalz,Müller-Catoir,3.9,105,13.84,2017-01-01,Pfalz,Germany,53.8156324,13.3702287,,,,,,,,,,,,,,,
Curioso Bianco 2018,Italy,Toscana,Ponte Lungo,3.7,105,8.72,2018-01-01,Toscana,Italy,43.4586541,11.1389204,,,,,,,,,,,,,,,
Gärtling Grüner Veltliner 2018,Austria,Kremstal,Nigl,3.8,105,9.95,2018-01-01,Kremstal,Austria,47.9263917,14.0780469,10.766666666666666,6.400000000000001,16.1,110.83333333333333,,20.3,15.4,26.46666666666667,128.96666666666667,,9.633333333333333,6.833333333333333,13.6,84.2,
Terroir Littoral Sauvignon Blanc 2018,France,Pays d'Oc,Fortant,3.4,105,6.59,2018-01-01,Pays d'Oc,France,43.604764,1.4540399,13.666666666666666,8.566666666666668,19.799999999999997,75.8,,22.46666666666667,17.733333333333334,28.599999999999998,40.9,,13.666666666666666,9.466666666666667,19.099999999999998,26.433333333333334,
Bourgogne Chardonnay (La Vignée) 2018,France,Bourgogne,Bouchard Père & Fils,3.8,105,16.39,2018-01-01,Bourgogne,France,49.3555104,4.0681417,,,,,,,,,,,,,,,
Reserve Chardonnay 2017,South Africa,Walker Bay,Creation,4.1,105,33.0,2017-01-01,Walker Bay,South Africa,-34.518515,19.2880206,,,,,,,,,,,,,,,
Kiedrich Turmberg Riesling Trocken 2018,Germany,Rheingau,Robert Weil,4.1,105,25.3,2018-01-01,Rheingau,Germany,50.1339394,8.0701591,,,,,,,,,,,,,,,
Riesling Alsace 2018,France,Alsace,Trimbach,3.6,105,14.5,2018-01-01,Alsace,France,50.7007285,3.160983,11.566666666666665,4.9,14.649999999999999,26.4,,18.933333333333334,13.15,24.55,52.099999999999994,,11.466666666666667,7.3,15.800000000000002,68.06666666666668,
Max Riesling Trocken 2017,Germany,Kanzem,Von Othegraven,3.2,105,15.69,2017-01-01,Kanzem,Germany,49.6661301,6.5769538,,,,,,,,,,,,,,,
Leone d'Almerita (Tenuta Regaleali) 2019,Italy,Terre Siciliane,Tasca d'Almerita,4.0,106,9.65,2019-01-01,Terre Siciliane,Italy,42.83333,12.83333,,,,,,24.2,17.7,31.7,,,16.099999999999998,11.399999999999999,21.46666666666667,,
Elgin Sauvignon Blanc 2016,South Africa,Elgin,Boschendal,3.8,106,31.99,2016-01-01,Elgin,South Africa,-34.1486111,19.0427778,18.15,15.5,24.15,,,12.566666666666668,7.55,17.8,,,17.1,13.0,24.5,,
Pouilly-Fumé Indigene 2018,France,Pouilly-Fumé,Pascal Jolivet,4.0,106,43.65,2018-01-01,Pouilly-Fumé,France,49.272939,2.032351,,,,,,,,,,,,,,,
Reserva Torrontés 2018,Argentina,Salta,Terrazas de los Andes,3.7,106,18.95,2018-01-01,Salta,Argentina,-25.1076701,-64.3494964,18.099999999999998,,,,,14.666666666666666,8.05,,,,21.066666666666666,,,,
Kirchspiel Riesling GG 2014,Germany,Rheinhessen,Wittmann,4.2,106,42.8,2014-01-01,Rheinhessen,Germany,49.9045181,8.2711082,,,,,,,,,,,,,,,
The King's Bastard Chardonnay 2016,New Zealand,Marlborough,The Kings Series,3.8,106,16.95,2016-01-01,Marlborough,New Zealand,-41.4744747,173.8330263,,,,,,,,,,,,,,,
Sofia Riesling 2016,United States,Monterey County,Francis Ford Coppola,3.4,106,23.46,2016-01-01,Monterey County,United States,36.2231079,-121.387742,,,,,,,,,,,,,,,
Venezia Giulia Pinot Grigio 2018,Italy,Venezia Giulia,Lis Neris,4.0,106,18.9,2018-01-01,Venezia Giulia,Italy,45.6528943,13.7804956,,,,,,,,,,,,,,,
Gewürztraminer Campaner 2018,Italy,Südtirol - Alto Adige,Cantina Kaltern,3.9,106,14.72,2018-01-01,Südtirol - Alto Adige,Italy,46.441472,11.282121,,,,,,,,,,,,,,,
Tellus Chardonnay 2018,Italy,Umbria,Falesco,3.5,106,9.9,2018-01-01,Umbria,Italy,42.965916,12.490236,,,,,,,,,,,,,,,
Oroya Created For Sushi 2017,Spain,Castilla y León,Oroya,3.6,106,7.66,2017-01-01,Castilla y León,Spain,41.55005,-5.1387401,9.5,2.533333333333333,14.566666666666668,54.300000000000004,,22.333333333333332,11.799999999999999,28.8,3.8333333333333335,,13.600000000000001,6.1000000000000005,19.099999999999998,27.833333333333332,
Clos de la Bergerie 2014,France,Savennières-Roche-aux-Moines,Nicolas Joly,4.0,106,47.9,2014-01-01,Savennières-Roche-aux-Moines,France,47.389346,-0.641404,9.9,5.4,14.6,,,,,,,,,,,,
Aufwind Grauer Burgunder 2018,Germany,Pfalz,Hensel,3.9,106,12.48,2018-01-01,Pfalz,Germany,53.8156324,13.3702287,,,,,,,,,,,,,,,
Capo Martino 2016,Italy,Venezia Giulia,Jermann,4.0,106,49.9,2016-01-01,Venezia Giulia,Italy,45.6528943,13.7804956,,,,,,,,,,,,,,,
Forster Ungeheuer Riesling 2015,Germany,Pfalz,Von Winning,4.2,106,37.95,2015-01-01,Pfalz,Germany,53.8156324,13.3702287,,,,,,,,,,,,,,,
Viognier - Sauvignon 2019,France,Pays d'Oc,Paul Mas,3.9,106,5.79,2019-01-01,Pays d'Oc,France,43.604764,1.4540399,13.1,9.1,17.766666666666666,85.0,,22.933333333333334,17.500000000000004,28.666666666666668,46.166666666666664,,15.666666666666666,11.433333333333332,20.633333333333333,35.833333333333336,
Sauvignon Blanc 2019,South Africa,Paarl,Backsberg,3.5,107,8.95,2019-01-01,Paarl,South Africa,-33.7310282,18.9642117,,,,,,11.933333333333332,5.766666666666667,20.45,,,16.933333333333334,8.799999999999999,,,
Pessac-Léognan Blanc 2006,France,Pessac-Léognan,Château Haut-Bergey,3.8,107,18.5,2006-01-01,Pessac-Léognan,France,44.718997,-0.60521,12.966666666666667,8.133333333333333,18.53333333333333,48.0,11780.0,21.53333333333333,15.966666666666667,27.7,22.0,16520.0,14.133333333333333,10.0,19.433333333333334,67.0,9540.0
Lepus 2018,Italy,Südtirol - Alto Adige,Franz Haas,3.8,107,16.4,2018-01-01,Südtirol - Alto Adige,Italy,46.441472,11.282121,,,,,,,,,,,,,,,
Sessantenario Malvasia 2014,Italy,Salento,Cantina Sampietrana,4.0,107,6.93,2014-01-01,Salento,Italy,40.248604,15.190058,15.633333333333335,12.4,19.5,,13020.0,24.099999999999998,20.366666666666667,28.46666666666667,,20080.0,18.966666666666665,16.066666666666666,22.833333333333332,,11660.0
Chardonnay 2017,United States,California,Crane Lake,3.3,107,7.9,2017-01-01,California,United States,36.7014631,-118.755997,,,,,,,,,,,,,,,
La Rocca Gavi 2018,Italy,Gavi,Coppo,3.7,107,12.99,2018-01-01,Gavi,Italy,44.687649,8.809353,,,,,,,,,,,,,,,
Grillo Sur Sur 2019,Italy,Terre Siciliane,Donnafugata,4.0,107,9.15,2019-01-01,Terre Siciliane,Italy,42.83333,12.83333,,,,,,24.2,17.7,31.7,,,16.099999999999998,11.399999999999999,21.46666666666667,,
La Comtesse de Pazo Barrantes Albariño 2016,Spain,Rías Baixas,Pazo Barrantes,4.1,107,38.02,2016-01-01,Rías Baixas,Spain,42.8819145,-8.5487998,11.899999999999999,7.533333333333334,19.166666666666668,93.23333333333335,,17.833333333333332,12.95,26.799999999999997,48.833333333333336,,13.6,10.0,19.500000000000004,115.26666666666667,
Sauvignon Blanc 2019,South Africa,Constantia,Constantia Glen,3.7,108,12.9,2019-01-01,Constantia,South Africa,-34.0283333,18.4155556,,,,,,,,,,,,,,,
Val de Montferrand Grande Cuvée Blanc 2016,France,Vin de Pays,Domaine de l'Hortus,3.9,108,17.95,2016-01-01,Vin de Pays,France,43.22744,2.9252606,,,,,,,,,,,,,,,
Uncaged Sauvignon Blanc 2017,United States,North Coast,Z.Alexander Brown,3.4,108,16.33,2017-01-01,North Coast,United States,41.506534,-81.6939953,,,,,,,,,,,,,,,
Silberlack Riesling Trocken GG 2018,Germany,Rheingau,Schloss Johannisberg,4.4,108,40.73,2018-01-01,Rheingau,Germany,50.1339394,8.0701591,,,,,,,,,,,,,,,
Essence du Cap Chardonnay 2018,South Africa,Western Cape,Fleur du Cap,3.6,108,8.75,2018-01-01,Western Cape,South Africa,-33.546977,20.72753,21.45,13.8,29.2,,,11.25,3.6500000000000004,21.2,,,16.9,9.399999999999999,28.1,,
Regaleali Bianco Sicilia 2019,Italy,Terre Siciliane,Tasca d'Almerita,3.7,108,7.42,2019-01-01,Terre Siciliane,Italy,42.83333,12.83333,,,,,,24.2,17.7,31.7,,,16.099999999999998,11.399999999999999,21.46666666666667,,
Kalkmergel Riesling 2017,Germany,Pfalz,Rings,3.6,108,9.26,2017-01-01,Pfalz,Germany,53.8156324,13.3702287,,,,,,,,,,,,,,,
Steingrüble 2016,Germany,Baden,Ziereisen,3.8,108,13.95,2016-01-01,Baden,Germany,53.0023496,9.0820955,,,,,,,,,,,,,,,
Grassnitzberg Sauvignon Blanc 2017,Austria,Südsteiermark,Tement,3.8,108,27.0,2017-01-01,Südsteiermark,Austria,46.7742389,15.6670127,,,,,,,,,,,,,,,
Verdejo 2019,Spain,Rueda,Palacio de Bornos,3.7,108,7.47,2019-01-01,Rueda,Spain,41.4129785,-4.9597533,10.9,6.066666666666667,16.633333333333336,82.73333333333333,,21.633333333333336,14.5,29.333333333333332,34.6,,14.200000000000001,8.799999999999999,20.666666666666668,45.6,
Manar dos Seixaş 2017,Spain,Ribeiro,Gallina de Piel,4.1,108,13.55,2017-01-01,Ribeiro,Spain,42.3199064,-8.1522669,12.833333333333334,7.266666666666667,19.533333333333335,101.93333333333334,,22.633333333333336,14.799999999999999,31.666666666666668,13.733333333333334,,15.266666666666666,9.733333333333333,22.733333333333334,60.666666666666664,
Chardonnay 2018,South Africa,Stellenbosch,Mulderbosch,3.4,109,14.49,2018-01-01,Stellenbosch,South Africa,-33.934444,18.869167,18.3,,,,,12.633333333333333,,,,,16.3,,,,
Ciari Chardonnay 2018,Italy,Venezia,Borgo Molino,3.9,109,10.24,2018-01-01,Venezia,Italy,45.4371908,12.3345898,18.5,14.7,21.9,,,24.35,19.7,28.15,,,8.5,5.5,11.8,,
Finado Pinot Bianco 2018,Italy,Südtirol - Alto Adige,Andrian,3.9,109,10.9,2018-01-01,Südtirol - Alto Adige,Italy,46.441472,11.282121,,,,,,,,,,,,,,,
Leiten Gewürztraminer 2018,Italy,Südtirol - Alto Adige,Nals Margreid,4.0,109,11.21,2018-01-01,Südtirol - Alto Adige,Italy,46.441472,11.282121,,,,,,,,,,,,,,,
Sauvignon Blanc 2018,South Africa,Walker Bay,Creation,3.9,109,12.81,2018-01-01,Walker Bay,South Africa,-34.518515,19.2880206,,,,,,,,,,,,,,,
Bon Vallon Chardonnay 2018,South Africa,Robertson,De Wetshof,3.8,109,12.79,2018-01-01,Robertson,South Africa,-33.802222,19.883611,19.2,11.700000000000001,28.35,,,12.633333333333333,5.866666666666667,22.049999999999997,,,17.333333333333336,10.3,29.6,,
Riesling Tradition 2018,France,Alsace,Emile Beyer,3.8,109,13.29,2018-01-01,Alsace,France,50.7007285,3.160983,11.566666666666665,4.9,14.649999999999999,26.4,,18.933333333333334,13.15,24.55,52.099999999999994,,11.466666666666667,7.3,15.800000000000002,68.06666666666668,
Qvevri 2016,Georgia,Kakheti,Mukhrani,3.8,109,25.9,2016-01-01,Kakheti,Georgia,41.737352,45.6721781,,,,,,,,,,,,,,,
As Sortes Val do Bibei Godello 2018,Spain,Valdeorras,Rafael Palacios,4.4,109,42.06,2018-01-01,Valdeorras,Spain,42.3483416,-6.9659982,14.266666666666667,7.266666666666666,21.766666666666666,36.86666666666667,,22.26666666666667,14.733333333333334,30.433333333333334,9.799999999999999,,13.5,6.833333333333333,22.233333333333334,21.733333333333334,
Faß 12 Ayler Kupp Unterstenberg Riesling 2017,Germany,Mosel,Peter Lauer,4.3,109,21.94,2017-01-01,Mosel,Germany,50.7810263,12.4780171,,,,,,,,,,,,,,,
Grüner Veltliner Smaragd Axpoint 2018,Austria,Wachau,Domäne Wachau,4.1,109,21.89,2018-01-01,Wachau,Austria,47.7286939,16.2263822,,,,,,,,,,,,,,,
R de Rieussec 2017,France,Bordeaux,Château Rieussec,3.7,110,30.62,2017-01-01,Bordeaux,France,44.841225,-0.5800364,12.066666666666668,8.1,17.233333333333334,87.46666666666665,,20.566666666666666,15.433333333333335,26.7,32.833333333333336,,14.5,10.233333333333334,19.866666666666664,54.199999999999996,
Santa Digna Reserva Chardonnay 2019,Chile,Central Valley,Miguel Torres,3.6,110,7.45,2019-01-01,Central Valley,Chile,-36.0,-72.0,,,,,,,,,,,,,,,
Felseneck Riesling GG 2016,Germany,Nahe,Schäfer-Fröhlich,4.3,110,53.5,2016-01-01,Nahe,Germany,49.7874798,7.4869735,,,,,,,,,,,,,,,
The Stump Jump Lightly Wooded Chardonnay 2018,Australia,McLaren Vale,d'Arenberg,3.4,110,8.75,2018-01-01,McLaren Vale,Australia,-35.2172617,138.5416998,,14.233333333333334,22.833333333333332,28.333333333333332,,,8.566666666666666,15.633333333333333,67.33333333333333,,,13.333333333333334,22.5,20.533333333333335,
Puiten Pinot Grigio 2015,Italy,Südtirol - Alto Adige,Colterenzio (Schreckbichl),3.8,110,12.62,2015-01-01,Südtirol - Alto Adige,Italy,46.441472,11.282121,,,,,,,,,,,,,,,
Blanc 2018,Spain,Pla de Bages,Abadal,3.6,110,7.3,2018-01-01,Pla de Bages,Spain,41.7785429,1.8904077,,,,,,,,,,,,,,,
Steinterrassen 2015,Germany,Nahe,Gut Hermannsberg,4.2,110,21.9,2015-01-01,Nahe,Germany,49.7874798,7.4869735,,,,,,,,,,,,,,,
Meruge Branco 2015,Portugal,Douro,Lavradores de Feitoria,4.2,110,18.52,2015-01-01,Douro,Portugal,41.135684,-7.1166743,,,,,,,,,,,,,,,
Jonty's Ducks Pekin White 2017,South Africa,Paarl,Avondale,3.7,110,14.13,2017-01-01,Paarl,South Africa,-33.7310282,18.9642117,17.6,10.966666666666667,,,,11.799999999999999,5.433333333333333,21.2,,,20.1,12.0,,,
Pošip 2017,Croatia,Dalmatian Coast,Stina,4.1,110,22.0,2017-01-01,Dalmatian Coast,Croatia,45.16667,15.5,,,,,,,,,,,,,,,
Quincy Haute Victoire 2018,France,Quincy,Henri Bourgeois,3.8,110,15.7,2018-01-01,Quincy,France,47.133365,2.1574605,12.066666666666668,6.866666666666667,17.566666666666666,63.166666666666664,,20.5,15.066666666666668,26.23333333333333,57.70000000000001,,11.4,7.566666666666667,16.433333333333334,65.86666666666667,
Wehlener Klosterberg Riesling Spätlese 2015,Germany,Mosel,Markus Molitor,4.0,110,21.95,2015-01-01,Mosel,Germany,50.7810263,12.4780171,,,,,,,,,,,,,,,
Chablis Premier Cru 'Vau de Vey' 2018,France,Chablis 1er Cru 'Vau de Vey',Domaine des Malandes,4.0,110,27.78,2018-01-01,Chablis 1er Cru 'Vau de Vey',France,47.826393,3.820664,9.4,3.1,15.4,,,,,,,,6.6,3.1,10.1,,
Pinot Gris Trocken 2017,Austria,Burgenland,Kracher,3.6,110,11.69,2017-01-01,Burgenland,Austria,47.5000001,16.4166666,,,,,,21.9,16.7,27.4,,,9.7,6.2,13.7,,
Baron de L Pouilly-Fumé 2016,France,Pouilly-Fumé,de Ladoucette,4.4,110,76.43,2016-01-01,Pouilly-Fumé,France,49.272939,2.032351,,,,,,,,,,,,,,,
RS Grauburgunder 2014,Germany,Baden,Salwey,3.8,111,29.95,2014-01-01,Baden,Germany,53.0023496,9.0820955,,,,,,,,,,,,,,,
Custoza 2019,Italy,Bianco di Custoza,Cavalchina,3.8,111,8.72,2019-01-01,Bianco di Custoza,Italy,45.37727,10.79664,14.200000000000001,,,,,24.633333333333336,20.0,31.2,,,15.633333333333333,11.433333333333332,20.333333333333332,,
15 Pinot Grigio 2018,Italy,Südtirol - Alto Adige,Castelfeder,3.8,111,11.82,2018-01-01,Südtirol - Alto Adige,Italy,46.441472,11.282121,,,,,,,,,,,,,,,
Adrianna Vineyard White Stones Chardonnay 2017,Argentina,Mendoza,Catena Zapata,4.4,111,57.51,2017-01-01,Mendoza,Argentina,-34.787093,-68.4381868,13.800000000000002,,,,,8.733333333333333,0.8,,,,15.766666666666666,,,,
