Name,Country,Region,Winery,Rating,NumberOfRatings,Price,Year,city,country,lat,lng,3-5_tavg,3-5_tmin,3-5_tmax,3-5_prcp,3-5_tsun,6-8_tavg,6-8_tmin,6-8_tmax,6-8_prcp,6-8_tsun,9-11_tavg,9-11_tmin,9-11_tmax,9-11_prcp,9-11_tsun
Crianza 2016,Spain,Rioja,Altos Ibéricos,3.8,2773,8.9,2016-01-01,Rioja,Spain,42.3285528,-2.4674917,13.566666666666668,7.766666666666666,20.133333333333333,30.33333333333333,,22.53333333333333,15.5,30.666666666666668,58.56666666666667,,14.0,9.0,20.0,26.8,
Opus One 2015,United States,Napa Valley,Opus One,4.6,2773,377.33,2015-01-01,Napa Valley,United States,38.8484702,-94.413093,,,,,,,,,,,,,,,
Riserva Di Fizzano Chianti Classico Gran Selezione 2011,Italy,Chianti Classico,Rocca delle Macìe,4.0,278,25.49,2011-01-01,Chianti Classico,Italy,43.3930219,11.3088538,,,,,,,,,,,,,,,
Pauillac (Grand Cru Classé) 2014,France,Pauillac,Château Duhart-Milon,4.1,278,125.26,2014-01-01,Pauillac,France,45.1995626,-0.7484994,11.399999999999999,7.233333333333334,16.400000000000002,72.0,9820.0,20.8,15.666666666666666,26.399999999999995,84.0,16120.0,14.5,11.066666666666668,19.03333333333333,99.33333333333333,7620.0
Oak Aged Red Blend 2018,Spain,Navarra,Pago de Cirsus,3.7,278,5.3,2018-01-01,Navarra,Spain,42.6125488,-1.8307877,12.633333333333333,5.766666666666666,20.3,52.833333333333336,,20.799999999999997,14.5,29.433333333333334,44.699999999999996,,12.866666666666667,6.966666666666666,19.7,40.8,
Boa-Vista Reserva 2014,Portugal,Douro,Quinta da Boavista,4.2,278,55.0,2014-01-01,Douro,Portugal,41.135684,-7.1166743,,,,,,,,,,,,,,,
Percarlo 2013,Italy,Toscana,San Giusto a Rentennano,4.2,278,82.45,2013-01-01,Toscana,Italy,43.4586541,11.1389204,,,,,,,,,,,,,,,
Lamaione Toscana 2012,Italy,Toscana,Tenuta CastelGiocondo,4.4,279,53.35,2012-01-01,Toscana,Italy,43.4586541,11.1389204,,,,,,,,,,,,,,,
Hochäcker Blaufränkisch 2015,Austria,Mittelburgenland,Weninger,3.8,279,13.9,2015-01-01,Mittelburgenland,Austria,47.504516,16.4944303,,,,,,18.9,14.4,23.9,,,,,,,
Vinha da Fonte Touriga Nacional 2018,Portugal,Península de Setúbal,Casa Ermelinda Freitas,4.0,279,6.81,2018-01-01,Península de Setúbal,Portugal,38.644731,-9.194438,17.166666666666668,13.466666666666667,22.03333333333333,47.9,,22.633333333333336,18.400000000000002,28.233333333333334,2.433333333333333,,18.05,15.200000000000001,23.633333333333336,30.63333333333333,
Barbaresco Albesani Santo Stefano 2011,Italy,Barbaresco,Bruno Giacosa,4.4,279,105.73,2011-01-01,Barbaresco,Italy,44.7254469,8.0806959,,,,,,,,,,,,,,,
Ceres Crianza 2016,Spain,Ribera del Duero,Bodegas Asenjo & Manso,3.8,279,16.55,2016-01-01,Ribera del Duero,Spain,41.6657566,-3.6863295,11.533333333333333,3.9333333333333336,16.366666666666667,21.766666666666666,,21.53333333333333,11.733333333333334,27.900000000000002,37.93333333333333,,12.200000000000001,5.7,16.900000000000002,34.56666666666667,
Cabernet Sauvignon Garda 2016,Italy,Garda,S. Cristina,4.2,279,14.46,2016-01-01,Garda,Italy,45.5756512,10.7085298,,,,,,,,,,,,,,,
Nebbiolo Gavarini Langhe 2018,Italy,Langhe,Elio Grasso,3.8,279,22.22,2018-01-01,Langhe,Italy,44.493036,7.974639,,,,,,,,,,,,,,,
Ribera Del Duero 2016,Spain,Ribera del Duero,Francisco Barona,4.2,279,42.89,2016-01-01,Ribera del Duero,Spain,41.6657566,-3.6863295,11.533333333333333,3.9333333333333336,16.366666666666667,21.766666666666666,,21.53333333333333,11.733333333333334,27.900000000000002,37.93333333333333,,12.200000000000001,5.7,16.900000000000002,34.56666666666667,
Steytler Pinotage 2017,South Africa,Stellenbosch,Kaapzicht,4.1,279,51.58,2017-01-01,Stellenbosch,South Africa,-33.934444,18.869167,17.5,14.1,24.15,,,13.200000000000001,8.200000000000001,18.75,,,17.03333333333333,12.233333333333334,22.433333333333337,,
Les Cépages Cabernet Sauvignon 2017,France,Pays d'Oc,Baron Philippe de Rothschild,3.3,279,8.78,2017-01-01,Pays d'Oc,France,43.604764,1.4540399,12.233333333333334,8.266666666666667,17.3,59.300000000000004,,21.366666666666664,16.133333333333333,27.400000000000002,47.46666666666667,,15.333333333333334,11.133333333333333,20.4,36.93333333333333,
120 Reserva Especial Cabernet Sauvignon 2016,Chile,Maipo Valley,Santa Rita,3.3,2797,6.77,2016-01-01,Maipo Valley,Chile,-30.0,-71.0,15.633333333333333,,,,,12.0,,,30.3,,14.266666666666666,10.95,17.8,6.1,
Salice Salentino Liante 2018,Italy,Salice Salentino,Castello Monaci,3.6,28,8.29,2018-01-01,Salice Salentino,Italy,40.3856618,17.9637483,,,,,,,,,,,16.8,11.8,22.2,,
Alte Reben Eisenberg Reserve 2015,Austria,Südburgenland,Wachter-Wiesler,4.1,28,38.5,2015-01-01,Südburgenland,Austria,47.2915075,16.2072922,,,,,,,,,,,,,,,
Barolo Riserva (Cascina Dardi) 2011,Italy,Barolo,Alessandro e Gian Natale Fantino,4.4,28,48.0,2011-01-01,Barolo,Italy,44.6108408,7.9428448,,,,,,,,,,,,,,,
Italian Collection Tosca 2014,South Africa,Stellenbosch,Morgenster Estate,4.0,28,26.27,2014-01-01,Stellenbosch,South Africa,-33.934444,18.869167,17.9,12.333333333333334,23.5,34.333333333333336,14940.0,13.0,8.166666666666666,17.766666666666666,108.66666666666667,11580.0,16.3,11.866666666666667,20.700000000000003,56.333333333333336,16500.0
Cuvée Vignals 2015,France,Minervois,Château Coupe-Roses,3.8,28,17.0,2015-01-01,Minervois,France,43.2718,2.52099,,,,,,,,,,,,,,,
Partisan Cru 2015,Slovakia,Slovakia,Slobodné Vinárstvo,3.8,28,19.9,2015-01-01,Slovakia,Slovakia,48.7411522,19.4528646,11.066666666666668,4.766666666666667,18.46666666666667,53.666666666666664,10540.0,18.733333333333334,12.4,26.03333333333333,108.66666666666667,12960.0,10.933333333333332,7.466666666666666,16.13333333333333,51.333333333333336,5140.0
12 Meses en Barrica Crianza 2016,Spain,Uclés,Finca La Estacada,3.9,28,8.92,2016-01-01,Uclés,Spain,39.9804328,-2.8615799,20.3,6.766666666666666,21.0,24.866666666666664,,24.46666666666667,17.03333333333333,32.03333333333333,25.46666666666667,,13.933333333333332,7.966666666666666,21.2,30.333333333333332,
Magill Estate Shiraz 2017,Australia,Barossa,Penfolds,4.2,28,163.93,2017-01-01,Barossa,Australia,-34.6134149,138.9385455,,11.633333333333333,20.633333333333333,69.73333333333333,,,6.333333333333333,11.733333333333334,103.66666666666667,,,7.333333333333333,16.85,41.6,
1851 Reserva Merlot 2017,Chile,Rapel Valley,Ochagavia,3.6,28,9.5,2017-01-01,Rapel Valley,Chile,-30.0,-71.0,15.700000000000001,13.600000000000001,,5.1,,12.066666666666668,8.3,,,,14.1,,,,
Norte Roble 2007,Spain,Navarra,Inurrieta,3.4,28,6.77,2007-01-01,Navarra,Spain,42.6125488,-1.8307877,13.133333333333335,7.3,18.933333333333334,67.0,13040.0,21.23333333333333,14.799999999999999,27.633333333333336,44.333333333333336,18540.0,16.400000000000002,11.233333333333334,21.5,62.333333333333336,9800.0
Moritz 2014,Germany,Sachsen,Weingut Schloss Proschwitz,3.4,28,15.9,2014-01-01,Sachsen,Germany,50.9295798,13.4585052,,,,,,,,,,,,,,,
Chope le Coq 2015,France,Côtes du Tarn,Comte de Thun,3.5,28,9.26,2015-01-01,Côtes du Tarn,France,43.899145,1.895175,,,,,,19.7,14.5,25.4,,,,,,,
Ares 2016,Australia,Barossa Valley,Two Hands,4.5,28,120.0,2016-01-01,Barossa Valley,Australia,-34.5817132,138.9987872,14.0,8.733333333333334,19.96666666666667,33.333333333333336,,8.766666666666666,4.733333333333333,13.5,43.43333333333334,,15.866666666666665,9.033333333333333,23.433333333333334,18.75,
Merlot Reserve 2017,Austria,Burgenland,Salzl Seewinkelhof,4.0,28,17.5,2017-01-01,Burgenland,Austria,47.5000001,16.4166666,,,,,,21.9,16.7,27.4,,,9.7,6.2,13.7,,
Reserva 2015,Spain,Rioja,Verema,4.0,28,11.4,2015-01-01,Rioja,Spain,42.3285528,-2.4674917,13.6,7.2,20.0,34.0,13800.0,21.7,14.633333333333333,28.76666666666667,34.333333333333336,17480.0,16.599999999999998,10.700000000000001,22.53333333333333,46.0,10920.0
Montornello Chianti Classico Riserva 2016,Italy,Chianti Classico,Bibbiano,3.7,28,19.9,2016-01-01,Chianti Classico,Italy,43.3930219,11.3088538,,,,,,,,,,,,,,,
Mandelpfad Spätburgunder GG 2011,Germany,Pfalz,Knipser,4.1,28,41.49,2011-01-01,Pfalz,Germany,53.8156324,13.3702287,,,,,,,,,,,,,,,
Cabernet Sauvignon 2015,Australia,Langhorne Creek,Heartland,3.2,28,12.14,2015-01-01,Langhorne Creek,Australia,-35.295938,139.0364451,17.166666666666664,11.800000000000002,22.5,28.333333333333332,,11.533333333333333,7.3999999999999995,15.666666666666666,51.0,,16.833333333333332,9.933333333333334,23.63333333333333,14.666666666666666,
Château de Varennes Sélection Parcellaire Beaujolais-Villages 2018,France,Beaujolais-Villages,Albert Bichot,3.8,28,7.95,2018-01-01,Beaujolais-Villages,France,46.055504,4.592934,,,,,,,,,,,12.5,7.4,18.7,,
Black Blood III Single Vineyard Shiraz 2016,Australia,McLaren Vale,Hugh Hamilton,3.9,28,66.29,2016-01-01,McLaren Vale,Australia,-35.2172617,138.5416998,,12.399999999999999,20.3,44.866666666666674,,,8.266666666666666,14.933333333333332,41.8,,,12.333333333333334,22.8,19.4,
Le Corbeau Côtes Catalanes 2014,France,Côtes du Roussillon Villages,Maison Jean Pla,3.3,28,8.69,2014-01-01,Côtes du Roussillon Villages,France,49.023373,2.210713,,,,,,,,,,,,,,,
L’Archange Saint-Émilion 2005,France,Saint-Émilion,Château L’Archange,4.4,28,69.95,2005-01-01,Saint-Émilion,France,44.8931452,-0.1560662,11.966666666666667,7.433333333333334,17.0,58.666666666666664,11780.0,20.766666666666666,15.700000000000001,26.333333333333332,45.333333333333336,15520.0,14.199999999999998,10.433333333333332,19.0,53.0,8700.0
Villa Bürklin Cuvée Rot 2016,Germany,Pfalz,Dr. Bürklin-Wolf,3.0,28,9.34,2016-01-01,Pfalz,Germany,53.8156324,13.3702287,,,,,,,,,,,,,,,
Merlot - Cabernet Sauvignon Buzet 2017,France,Buzet,Lionel Osmin & Cie,4.2,28,8.9,2017-01-01,Buzet,France,43.7096644,-0.8313243,12.1,6.4,17.2,,,20.05,15.15,25.200000000000003,,,15.149999999999999,10.4,20.45,,
Brouilly 2017,France,Brouilly,Richard Rottiers,3.7,28,14.43,2017-01-01,Brouilly,France,46.1039914,4.646337,,,,,,18.9,15.0,23.5,,,10.8,7.0,14.9,,
Réserve Minervois La Livinière 2017,France,Minervois La Livinière,Domaine des Aires Hautes,3.9,28,10.95,2017-01-01,Minervois La Livinière,France,43.3124595,2.6385734,,,,,,,,,,,21.1,15.5,27.4,,
Spätburgunder Trocken 2017,Germany,Baden,Alde Gott,3.1,28,8.49,2017-01-01,Baden,Germany,53.0023496,9.0820955,,,,,,,,,,,,,,,
Galea Vernatsch 2018,Italy,Südtirol - Alto Adige,Nals Margreid,3.4,28,10.63,2018-01-01,Südtirol - Alto Adige,Italy,46.441472,11.282121,,,,,,,,,,,,,,,
Reserve Collection Cabernet Sauvignon 2019,South Africa,Western Cape,Oude Kaap,3.7,28,5.25,2019-01-01,Western Cape,South Africa,-33.546977,20.72753,,,,,,11.149999999999999,3.7,20.049999999999997,,,18.833333333333332,11.299999999999999,23.1,,
Castro Ventosa Valtuille La Cova de la Raposa 2015,Spain,Bierzo,Raúl Pérez,4.2,28,38.9,2015-01-01,Bierzo,Spain,42.60645,-6.8097712,13.433333333333332,6.8,20.099999999999998,38.0,14540.0,20.566666666666666,13.200000000000001,27.933333333333334,19.333333333333332,18820.0,15.233333333333334,10.033333333333333,20.46666666666667,96.0,9340.0
En Sol Red 2015,France,Méditerranée,Domaine de la Tour du Bon,3.8,28,49.9,2015-01-01,Méditerranée,France,43.6487851,2.3435684,,,,,,19.7,14.5,25.4,,,,,,,
Pomerol 2016,France,Pomerol,Château Bonalgue,4.1,28,43.85,2016-01-01,Pomerol,France,44.9311234,-0.1999904,13.233333333333334,8.933333333333332,18.599999999999998,33.53333333333333,,21.233333333333334,16.0,28.100000000000005,56.26666666666667,,13.9,10.166666666666666,19.266666666666666,46.333333333333336,
Nero d'Avola 2017,Italy,Sicilia,Poggio Graffetta,3.7,28,8.68,2017-01-01,Sicilia,Italy,37.587794,14.155048,11.5,10.5,19.2,39.7,,21.633333333333336,,,,,14.6,,21.9,,
G 2015,South Africa,Western Cape,4G Wine Estate,4.8,28,463.03,2015-01-01,Western Cape,South Africa,-33.546977,20.72753,21.2,14.7,30.4,,,10.633333333333333,4.1000000000000005,19.8,,,17.9,10.05,28.15,,
Les Saint-Georges Nuits-Saint-Georges 1er Cru 2015,France,Nuits-Saint-Georges Premier Cru,Domaine Robert Chevillon,4.1,28,113.39,2015-01-01,Nuits-Saint-Georges Premier Cru,France,47.1543772,4.9456437,11.533333333333333,5.833333333333333,17.5,22.333333333333332,13360.0,19.066666666666666,13.733333333333334,24.766666666666666,85.0,13220.0,12.9,8.966666666666667,17.7,90.66666666666667,7940.0
Castel Firmian Riserva Teroldego Rotaliano 2015,Italy,Teroldego Rotaliano,Mezzacorona,3.7,28,9.37,2015-01-01,Teroldego Rotaliano,Italy,42.83333,12.83333,,,,,,,,,,,,,,,
Barolo 2016,Italy,Barolo,Mauro Molino,3.8,28,36.5,2016-01-01,Barolo,Italy,44.6108408,7.9428448,,,,,,,,,,,,,,,
Primitivo (Since 1913) 2017,Italy,Primitivo di Manduria,Torrevento,3.9,28,14.35,2017-01-01,Primitivo di Manduria,Italy,40.4002788,17.6374622,,,,,,,,,,,,,,,
Blauer Zweigelt Klassik 2016,Austria,Wagram,Leth,3.3,28,7.31,2016-01-01,Wagram,Austria,48.4173292,15.9560853,,,,,,23.35,16.55,30.05,,,10.0,7.0,13.3,,
Buntsandstein 2015,Germany,Baden,Enderle & Moll,3.9,28,35.0,2015-01-01,Baden,Germany,53.0023496,9.0820955,,,,,,,,,,,,,,,
Moulis-en-Médoc 2005,France,Moulis-en-Médoc,Château Duplessis,3.7,28,7.75,2005-01-01,Moulis-en-Médoc,France,45.0564852,-0.7736381,11.966666666666667,7.433333333333334,17.0,58.666666666666664,11780.0,20.766666666666666,15.700000000000001,26.333333333333332,45.333333333333336,15520.0,14.199999999999998,10.433333333333332,19.0,53.0,8700.0
Blaufränkisch 2017,Austria,Burgenland,Strehn,3.4,28,10.28,2017-01-01,Burgenland,Austria,47.5000001,16.4166666,,,,,,21.9,16.7,27.4,,,9.7,6.2,13.7,,
Rosso di Montepulciano 2018,Italy,Rosso di Montepulciano,Poggio Alla Sala,3.8,28,8.37,2018-01-01,Rosso di Montepulciano,Italy,43.0921014,11.7818472,,,,,,,,,,,,,,,
Primo Montepulciano d'Abruzzo 2018,Italy,Montepulciano d'Abruzzo,Farnese,3.6,28,6.63,2018-01-01,Montepulciano d'Abruzzo,Italy,42.1565463,14.6066804,15.733333333333334,16.3,16.4,19.2,,27.633333333333336,24.4,30.5,,,19.566666666666666,,17.0,,
Pecunia 12 Meses 2013,Spain,Ribera del Duero,Campos Goticos,3.3,28,12.1,2013-01-01,Ribera del Duero,Spain,41.6657566,-3.6863295,9.1,2.8666666666666667,15.333333333333334,54.0,12660.0,19.166666666666668,10.933333333333332,27.366666666666664,9.333333333333334,19360.0,11.233333333333334,5.766666666666667,16.73333333333333,41.0,9380.0
Salice Salentino Riserva 2014,Italy,Salice Salentino,Casato di Melzi,3.8,28,6.66,2014-01-01,Salice Salentino,Italy,40.3856618,17.9637483,,,,,,,,,,,,,,,
Lunatico Negroamaro 2018,Italy,Puglia,Vigneti del Salento,3.9,28,5.75,2018-01-01,Puglia,Italy,40.9842539,16.6210027,16.049999999999997,11.2,20.25,,,25.75,20.2,30.4,,,,,,,
Negroamaro Salento 2018,Italy,Salento,Casato di Melzi,3.9,28,6.49,2018-01-01,Salento,Italy,40.248604,15.190058,16.53333333333333,,16.4,,,25.46666666666667,,,,,19.166666666666668,,,,
Duelecci Est Riserva Brunello di Montalcino (Duelecci Ovest) 2013,Italy,Brunello di Montalcino,Tenuta di Sesta,4.1,28,57.51,2013-01-01,Brunello di Montalcino,Italy,43.3204995,11.3281859,,,,,,,,,,,,,,,
Chambolle-Musigny 2017,France,Chambolle-Musigny,Joseph Drouhin,4.0,28,64.24,2017-01-01,Chambolle-Musigny,France,47.1864158,4.9533347,9.4,,16.85,119.3,,19.666666666666668,13.3,27.7,36.5,,11.799999999999999,7.433333333333333,16.633333333333333,72.39999999999999,
Spätburgunder CCL 2013,Germany,Baden,Fritz Waßmer,4.4,28,68.0,2013-01-01,Baden,Germany,53.0023496,9.0820955,,,,,,,,,,,,,,,
Merlot 2019,South Africa,Western Cape,Golden Kaan,3.2,28,5.79,2019-01-01,Western Cape,South Africa,-33.546977,20.72753,,,,,,11.149999999999999,3.7,20.049999999999997,,,18.833333333333332,11.299999999999999,23.1,,
Cabriana Terra Alta 2015,Spain,Terra Alta,Torres,3.7,28,14.52,2015-01-01,Terra Alta,Spain,41.0273523,0.4105997,17.333333333333332,11.166666666666666,23.46666666666667,51.666666666666664,14820.0,25.566666666666666,19.73333333333333,31.400000000000002,33.0,16240.0,20.4,15.133333333333333,25.633333333333336,96.66666666666667,11300.0
Vinha do Almo Tinto 2016,Portugal,Alentejano,Herdade do Perdigão,3.6,28,8.29,2016-01-01,Alentejano,Portugal,38.8421261,-7.5871012,,,,,,,,,,,,,,,
Selecció 2011,Spain,Pla de Bages,Abadal,3.8,28,29.9,2011-01-01,Pla de Bages,Spain,41.7785429,1.8904077,,,,,,,,,,,,,,,
Triennia 2015,Spain,Ribera del Duero,Portia,3.9,28,59.0,2015-01-01,Ribera del Duero,Spain,41.6657566,-3.6863295,10.0,3.8000000000000003,16.166666666666668,39.0,13540.0,17.833333333333336,10.533333333333333,25.099999999999998,30.333333333333332,18540.0,13.466666666666667,7.933333333333334,19.0,66.0,9960.0
Rioja Crianza 2017,Spain,Rioja,Viña Bujanda,3.3,28,7.6,2017-01-01,Rioja,Spain,42.3285528,-2.4674917,11.766666666666666,6.333333333333333,17.866666666666667,30.8,,22.0,15.1,30.133333333333336,13.1,,14.666666666666666,9.233333333333334,21.366666666666664,32.0,
Chianti Riserva 2016,Italy,Chianti,Majnoni Guicciardini,3.8,28,15.01,2016-01-01,Chianti,Italy,43.5824597,11.3168731,,,,,,,,,,,13.75,10.0,18.15,,
Haut-Médoc (Grand Cru Classé) 2017,France,Haut-Médoc,Château Belgrave,3.3,28,34.12,2017-01-01,Haut-Médoc,France,45.1445995,-0.7357492,12.066666666666668,8.1,17.233333333333334,87.46666666666665,,20.566666666666666,15.433333333333335,26.7,32.833333333333336,,14.5,10.233333333333334,19.866666666666664,54.199999999999996,
Spätburgunder Trocken 2016,Germany,Baden,Kiefer,3.3,28,7.26,2016-01-01,Baden,Germany,53.0023496,9.0820955,,,,,,,,,,,,,,,
Albis 2016,Chile,Maipo Valley,Haras de Pirque,4.3,28,49.0,2016-01-01,Maipo Valley,Chile,-30.0,-71.0,15.633333333333333,,,,,12.0,,,30.3,,14.266666666666666,10.95,17.8,6.1,
Roccabella Dolcetto d'Alba 2017,Italy,Dolcetto d'Alba,Vite Colte,3.6,28,8.5,2017-01-01,Dolcetto d'Alba,Italy,42.83333,12.83333,,,,,,,,,,,,,,,
Neipperger Spätburgunder 2014,Germany,Württemberg,Grafen Neipperg,3.6,28,12.58,2014-01-01,Württemberg,Germany,48.3366504,9.0994058,,,,,,,,,,,,,,,
Vignelacroix Rouge 2018,France,La Clape,Château Ricardelle,3.8,28,13.15,2018-01-01,La Clape,France,42.9675839,2.5482974,,,,,,,,,,,12.55,8.65,17.25,,
Evolución Reserva Carménère 2017,Chile,Maule Valley,Casa Donoso,3.7,28,6.73,2017-01-01,Maule Valley,Chile,-30.0,-71.0,15.700000000000001,13.600000000000001,,5.1,,12.066666666666668,8.3,,,,14.1,,,,
Mercurey 1er Cru 'Clos du Roy' 2017,France,Mercurey 1er Cru 'Le Clos du Roy',Jean-Pierre Charton,4.1,28,29.9,2017-01-01,Mercurey 1er Cru 'Le Clos du Roy',France,46.826683,4.719678,,,,,,,,,,,,,,,
Serra delle Ciavole Aglianico 2014,Italy,Calabria,Ferrocinto,3.8,28,13.5,2014-01-01,Calabria,Italy,39.0565974,16.5249864,,,,,,,,,,,,,,,
Pura Fe Cabernet Sauvignon 2017,Chile,Maipo Valley,Antiyal,3.5,28,16.95,2017-01-01,Maipo Valley,Chile,-30.0,-71.0,15.700000000000001,13.600000000000001,,5.1,,12.066666666666668,8.3,,,,14.1,,,,
Sasbacher Limburg Spätburgunder 2015,Germany,Baden,Weingut Bercher,3.9,28,19.9,2015-01-01,Baden,Germany,53.0023496,9.0820955,,,,,,,,,,,,,,,
Les Fagnes Rouge 2014,France,Costières-de-Nîmes,Clos des Boutes,4.0,28,13.26,2014-01-01,Costières-de-Nîmes,France,43.8174458,4.358032,12.5,7.8,17.733333333333334,110.33333333333333,,23.5,17.5,30.03333333333333,13.333333333333334,,15.833333333333334,11.766666666666666,21.066666666666666,40.0,
Nero d'Avola 2019,Italy,Terre Siciliane,Zabu,3.7,28,4.67,2019-01-01,Terre Siciliane,Italy,42.83333,12.83333,,,,,,24.2,17.7,31.7,,,16.099999999999998,11.399999999999999,21.46666666666667,,
Chianti Classico Riserva 2015,Italy,Chianti Classico,Capraia,3.6,28,24.19,2015-01-01,Chianti Classico,Italy,43.3930219,11.3088538,,,,,,,,,,,,,,,
Salice Salentino Riserva 2015,Italy,Salice Salentino,L'Antesi,4.0,28,11.51,2015-01-01,Salice Salentino,Italy,40.3856618,17.9637483,,,,,,,,,,,,,,,
Quarantatre 43 Barbaresco 2013,Italy,Langhe,Massimo Rattalino,4.1,28,36.15,2013-01-01,Langhe,Italy,44.493036,7.974639,,,,,,,,,,,,,,,
Douro Tinto (Colheita Unoaked) 2017,Portugal,Douro,Quinta Nova de Nossa Senhora do Carmo,3.9,280,9.75,2017-01-01,Douro,Portugal,41.135684,-7.1166743,,,,,,,,,,,,,,,
Les Picasses Chinon 2014,France,Chinon,Domaine Olga Raffault,4.0,280,21.9,2014-01-01,Chinon,France,47.1667182,0.2402095,9.5,5.633333333333333,13.733333333333334,70.0,8740.0,19.366666666666667,14.133333333333333,24.866666666666664,44.0,15600.0,12.799999999999999,9.466666666666667,16.833333333333332,82.66666666666667,6400.0
Barolo Bricco Delle Viole 2015,Italy,Barolo,G.D. Vajra,4.2,280,79.68,2015-01-01,Barolo,Italy,44.6108408,7.9428448,,,,,,,,,,,,,,,
Côte-Rôtie Les Bécasses 2014,France,Côte-Rôtie,M. Chapoutier,4.2,280,76.32,2014-01-01,Côte-Rôtie,France,44.7267925,-0.3900425,11.399999999999999,7.233333333333334,16.400000000000002,72.0,9820.0,20.8,15.666666666666666,26.399999999999995,84.0,16120.0,14.5,11.066666666666668,19.03333333333333,99.33333333333333,7620.0
Gravello Rosso 2015,Italy,Val di Neto,Librandi,3.8,280,21.39,2015-01-01,Val di Neto,Italy,39.1881325,16.8550962,,,,,,,,,,,,,,,
Chafandin 2016,Spain,Ribera del Duero,Jaro,4.3,280,28.06,2016-01-01,Ribera del Duero,Spain,41.6657566,-3.6863295,11.533333333333333,3.9333333333333336,16.366666666666667,21.766666666666666,,21.53333333333333,11.733333333333334,27.900000000000002,37.93333333333333,,12.200000000000001,5.7,16.900000000000002,34.56666666666667,
Syrah Sicilia 2017,Italy,Sicilia,Feudo Arancio,3.6,280,4.9,2017-01-01,Sicilia,Italy,37.587794,14.155048,11.5,10.5,19.2,39.7,,21.633333333333336,,,,,14.6,,21.9,,
La Ponce Rasteau 2016,France,Rasteau,Domaine des Escaravailles,3.9,280,15.9,2016-01-01,Rasteau,France,44.2298319,4.9856444,,,,,,,,,,,12.05,7.15,17.25,,
Rèmole Rosso 2018,Italy,Toscana,Frescobaldi,3.7,2809,7.95,2018-01-01,Toscana,Italy,43.4586541,11.1389204,,,,,,,,,,,,,,,
Freestone-Occidental Pinot Noir 2016,United States,Sonoma Coast,Occidental,4.4,281,80.24,2016-01-01,Sonoma Coast,United States,28.4225165,-81.6551998,,,,,,,,,,,,,,,
